epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
101,75929.9,0.42365,0.65882,0.87803,0.97826,0.97158,0.98896,0.92663,0.26982,0.36888,0.78011,0.00553076,0.00553076,0.00553076
102,76687.1,0.42192,0.65633,0.87365,0.9779,0.97192,0.98898,0.92664,0.26983,0.36861,0.78004,0.00547687,0.00547687,0.00547687
103,77444.8,0.42255,0.65092,0.87459,0.97801,0.9721,0.98905,0.9267,0.26974,0.36785,0.77986,0.00542298,0.00542298,0.00542298
104,78200.1,0.41957,0.65465,0.87329,0.97772,0.97254,0.98908,0.92688,0.26984,0.36766,0.77981,0.00536908,0.00536908,0.00536908
105,78955.4,0.4183,0.64915,0.872,0.9777,0.97272,0.98915,0.92668,0.26979,0.36731,0.77965,0.00531519,0.00531519,0.00531519
106,79710.9,0.41804,0.63665,0.87111,0.97706,0.97356,0.98924,0.92684,0.26968,0.3665,0.77948,0.0052613,0.0052613,0.0052613
107,80466.4,0.41465,0.63967,0.86855,0.97688,0.97395,0.98929,0.92691,0.26956,0.36599,0.77933,0.00520741,0.00520741,0.00520741
108,81221.1,0.41697,0.64461,0.87189,0.97773,0.97379,0.98938,0.9274,0.26948,0.36541,0.77918,0.00515351,0.00515351,0.00515351
109,81974.9,0.41531,0.64599,0.87029,0.97835,0.97347,0.98945,0.92759,0.26933,0.36482,0.77902,0.00509962,0.00509962,0.00509962
110,82727.9,0.41908,0.63731,0.87244,0.97863,0.97356,0.98942,0.92764,0.26921,0.36443,0.77887,0.00504573,0.00504573,0.00504573
111,83479.6,0.41539,0.6382,0.87092,0.97873,0.97405,0.98949,0.92808,0.26898,0.3637,0.77864,0.00499184,0.00499184,0.00499184
112,84231.6,0.41648,0.64114,0.87054,0.97836,0.97403,0.98953,0.92824,0.26877,0.36307,0.77846,0.00493795,0.00493795,0.00493795
113,84984.6,0.41577,0.64474,0.87085,0.97851,0.97443,0.98957,0.9285,0.26872,0.36225,0.7783,0.00488405,0.00488405,0.00488405
114,85740.2,0.41661,0.64488,0.87216,0.97875,0.97449,0.98964,0.92838,0.26859,0.36207,0.77817,0.00483016,0.00483016,0.00483016
115,86492.6,0.41094,0.6315,0.86573,0.97852,0.9745,0.98965,0.92867,0.26828,0.3618,0.7779,0.00477627,0.00477627,0.00477627
116,87243.7,0.41204,0.62871,0.86776,0.97844,0.97457,0.98966,0.92883,0.26813,0.36172,0.77769,0.00472238,0.00472238,0.00472238
117,87996.3,0.41432,0.62987,0.86873,0.97909,0.97426,0.98969,0.92939,0.2679,0.36118,0.77749,0.00466848,0.00466848,0.00466848
118,88748.3,0.41204,0.62846,0.86765,0.97855,0.97457,0.98973,0.9295,0.26779,0.36088,0.77731,0.00461459,0.00461459,0.00461459
119,89500.7,0.40788,0.62603,0.86413,0.97852,0.97499,0.98979,0.92979,0.26747,0.3604,0.77704,0.0045607,0.0045607,0.0045607
120,90253.1,0.40762,0.61574,0.86339,0.97867,0.97497,0.98982,0.92983,0.26719,0.35971,0.77681,0.00450681,0.00450681,0.00450681
121,91005.1,0.40858,0.62213,0.86405,0.97839,0.97534,0.98989,0.9301,0.26681,0.35898,0.77656,0.00445291,0.00445291,0.00445291
122,91757.5,0.40918,0.62102,0.8644,0.97893,0.97532,0.98996,0.93022,0.26646,0.35816,0.77631,0.00439902,0.00439902,0.00439902
123,92508.2,0.40615,0.61052,0.86176,0.98043,0.97464,0.99005,0.93068,0.26599,0.35709,0.77603,0.00434513,0.00434513,0.00434513
124,93259.6,0.40768,0.61219,0.86398,0.98014,0.97505,0.9901,0.93103,0.26563,0.35635,0.77575,0.00429124,0.00429124,0.00429124
125,94012,0.4055,0.60863,0.86254,0.98019,0.97525,0.99013,0.93138,0.26538,0.35568,0.77552,0.00423734,0.00423734,0.00423734
126,94764.2,0.40495,0.61545,0.86116,0.98056,0.97502,0.9902,0.93182,0.26488,0.35488,0.77521,0.00418345,0.00418345,0.00418345
127,95516.3,0.40581,0.61437,0.86454,0.98048,0.97512,0.99021,0.93211,0.26451,0.35452,0.77499,0.00412956,0.00412956,0.00412956
128,96268,0.40507,0.60905,0.86175,0.98055,0.97521,0.99028,0.9324,0.26417,0.35419,0.77476,0.00407567,0.00407567,0.00407567
129,97020,0.40053,0.60547,0.85982,0.98085,0.97485,0.99034,0.93258,0.2639,0.35378,0.77446,0.00402177,0.00402177,0.00402177
130,97772,0.40579,0.60596,0.86233,0.98088,0.97511,0.99039,0.93286,0.26357,0.35334,0.77415,0.00396788,0.00396788,0.00396788
131,98524.4,0.39818,0.60246,0.85635,0.98069,0.97537,0.99048,0.93297,0.26307,0.35279,0.77379,0.00391399,0.00391399,0.00391399
132,99276.5,0.39814,0.59277,0.85754,0.98057,0.9759,0.9905,0.93331,0.26267,0.35243,0.77352,0.0038601,0.0038601,0.0038601
133,100029,0.3971,0.59837,0.85519,0.981,0.97555,0.99054,0.93354,0.26242,0.35198,0.7733,0.00380621,0.00380621,0.00380621
134,100781,0.39681,0.59196,0.85678,0.98056,0.97598,0.99059,0.93394,0.26207,0.35181,0.7731,0.00375231,0.00375231,0.00375231
135,101533,0.39876,0.59772,0.85785,0.98058,0.97605,0.99061,0.93404,0.26167,0.3517,0.7728,0.00369842,0.00369842,0.00369842
136,102284,0.39608,0.59284,0.8567,0.9803,0.97623,0.9906,0.93425,0.26133,0.3517,0.77257,0.00364453,0.00364453,0.00364453
137,103036,0.39759,0.58969,0.85517,0.98079,0.97646,0.99066,0.93421,0.26098,0.35127,0.77226,0.00359064,0.00359064,0.00359064
138,103786,0.3974,0.59538,0.85667,0.9807,0.97658,0.99065,0.93434,0.26069,0.35074,0.77202,0.00353674,0.00353674,0.00353674
139,104537,0.39417,0.58405,0.85529,0.98048,0.97721,0.99071,0.93475,0.26036,0.35008,0.77178,0.00348285,0.00348285,0.00348285
140,105289,0.39219,0.58425,0.85122,0.98031,0.97738,0.99074,0.93526,0.26005,0.34971,0.77154,0.00342896,0.00342896,0.00342896
141,106041,0.39247,0.58138,0.85284,0.98043,0.97745,0.99076,0.9354,0.25976,0.3495,0.77127,0.00337507,0.00337507,0.00337507
142,106792,0.39457,0.58752,0.856,0.98103,0.97718,0.99079,0.93554,0.25935,0.34911,0.77097,0.00332117,0.00332117,0.00332117
143,107543,0.39425,0.58011,0.85446,0.98131,0.97672,0.99079,0.93584,0.25895,0.34853,0.7707,0.00326728,0.00326728,0.00326728
144,108294,0.38852,0.57249,0.84978,0.9808,0.97738,0.99076,0.93577,0.25858,0.34839,0.77038,0.00321339,0.00321339,0.00321339
145,109043,0.3906,0.57542,0.85231,0.98156,0.97635,0.99077,0.93598,0.2583,0.34823,0.7702,0.0031595,0.0031595,0.0031595
146,109792,0.39141,0.57993,0.85187,0.98146,0.9769,0.99082,0.93616,0.25792,0.34756,0.76989,0.0031056,0.0031056,0.0031056
147,110540,0.38979,0.57766,0.85283,0.9814,0.97708,0.99079,0.93632,0.25747,0.34709,0.7696,0.00305171,0.00305171,0.00305171
148,111289,0.38571,0.56811,0.84775,0.98158,0.97693,0.99088,0.93679,0.25698,0.34667,0.76932,0.00299782,0.00299782,0.00299782
149,112038,0.39082,0.57328,0.85037,0.98221,0.97665,0.99089,0.93697,0.25656,0.34599,0.7691,0.00294393,0.00294393,0.00294393
150,112788,0.38411,0.56483,0.84793,0.98261,0.97627,0.99094,0.93733,0.25615,0.34516,0.76881,0.00289003,0.00289003,0.00289003
151,113538,0.38556,0.56156,0.84767,0.98263,0.97649,0.99097,0.93784,0.25559,0.3445,0.76843,0.00283614,0.00283614,0.00283614
152,114289,0.38213,0.55521,0.84469,0.98262,0.97647,0.991,0.93805,0.25517,0.34376,0.76818,0.00278225,0.00278225,0.00278225
153,115038,0.38178,0.55563,0.8461,0.98258,0.97691,0.99107,0.93833,0.25466,0.34318,0.76784,0.00272836,0.00272836,0.00272836
154,115786,0.38055,0.55785,0.84324,0.98251,0.97692,0.99104,0.93849,0.25436,0.34301,0.76762,0.00267447,0.00267447,0.00267447
155,116536,0.38103,0.5517,0.84386,0.98191,0.97751,0.99104,0.93875,0.25404,0.34251,0.76733,0.00262057,0.00262057,0.00262057
156,117285,0.3826,0.55161,0.84428,0.98217,0.9773,0.99106,0.93909,0.25354,0.342,0.76698,0.00256668,0.00256668,0.00256668
157,118033,0.38041,0.55121,0.84432,0.98266,0.97725,0.9911,0.93936,0.25296,0.34143,0.76659,0.00251279,0.00251279,0.00251279
158,118781,0.37755,0.54637,0.8427,0.98291,0.97729,0.99115,0.93961,0.25236,0.34026,0.76623,0.0024589,0.0024589,0.0024589
159,119528,0.3734,0.53758,0.83898,0.98353,0.97698,0.99122,0.94003,0.25177,0.33937,0.76589,0.002405,0.002405,0.002405
160,120276,0.37485,0.54128,0.83942,0.98331,0.97721,0.99124,0.9403,0.25123,0.33871,0.76556,0.00235111,0.00235111,0.00235111
161,121025,0.37377,0.54516,0.84014,0.98295,0.97744,0.99128,0.94059,0.25085,0.33841,0.76531,0.00229722,0.00229722,0.00229722
162,121773,0.37479,0.53314,0.8407,0.98338,0.97756,0.99135,0.94086,0.25036,0.33741,0.765,0.00224333,0.00224333,0.00224333
163,122522,0.37177,0.53378,0.83889,0.98308,0.97731,0.99134,0.94119,0.24994,0.33692,0.76476,0.00218943,0.00218943,0.00218943
164,123272,0.37218,0.53103,0.83905,0.9833,0.97738,0.99137,0.94151,0.24943,0.33622,0.76444,0.00213554,0.00213554,0.00213554
165,124022,0.37318,0.5368,0.83989,0.98349,0.97729,0.99137,0.9418,0.24907,0.3359,0.76421,0.00208165,0.00208165,0.00208165
166,124771,0.36896,0.52931,0.83618,0.98379,0.97704,0.9914,0.94184,0.24863,0.33527,0.76398,0.00202776,0.00202776,0.00202776
167,125520,0.37005,0.52721,0.83691,0.98362,0.97713,0.9914,0.94222,0.24819,0.33483,0.76374,0.00197386,0.00197386,0.00197386
168,126269,0.36658,0.52376,0.8339,0.98322,0.97737,0.99143,0.94222,0.24774,0.33373,0.76349,0.00191997,0.00191997,0.00191997
169,127019,0.36617,0.51854,0.83445,0.98361,0.97745,0.99142,0.94245,0.24717,0.33323,0.76329,0.00186608,0.00186608,0.00186608
170,127768,0.36344,0.51632,0.83205,0.98285,0.97836,0.99144,0.94281,0.24669,0.33258,0.76297,0.00181219,0.00181219,0.00181219
171,128517,0.36547,0.52104,0.83109,0.98299,0.97836,0.99148,0.94306,0.24628,0.33201,0.76272,0.00175829,0.00175829,0.00175829
172,129266,0.36388,0.51419,0.83321,0.98296,0.97854,0.99151,0.94323,0.24573,0.33111,0.76237,0.0017044,0.0017044,0.0017044
173,130015,0.36326,0.51249,0.83197,0.98308,0.97864,0.99152,0.94338,0.24521,0.33052,0.7621,0.00165051,0.00165051,0.00165051
174,130764,0.36015,0.50914,0.82981,0.98298,0.97892,0.99153,0.94367,0.2447,0.3298,0.76176,0.00159662,0.00159662,0.00159662
175,131513,0.36065,0.50766,0.83071,0.98286,0.97917,0.99155,0.94383,0.24422,0.32911,0.76147,0.00154273,0.00154273,0.00154273
176,132261,0.35716,0.50335,0.82894,0.98298,0.97917,0.99158,0.94444,0.24379,0.32818,0.76111,0.00148883,0.00148883,0.00148883
177,133010,0.35741,0.50052,0.8278,0.98332,0.97932,0.99162,0.94479,0.2432,0.32712,0.76078,0.00143494,0.00143494,0.00143494
178,133758,0.35575,0.49701,0.82565,0.98343,0.9792,0.99165,0.94502,0.24267,0.32631,0.76043,0.00138105,0.00138105,0.00138105
179,134507,0.35398,0.4911,0.82412,0.98367,0.97954,0.99169,0.94527,0.24225,0.32541,0.76013,0.00132716,0.00132716,0.00132716
180,135256,0.35489,0.49469,0.8265,0.98362,0.97983,0.99172,0.9455,0.24169,0.32437,0.75976,0.00127326,0.00127326,0.00127326
181,136006,0.35106,0.48605,0.82321,0.98292,0.98096,0.99175,0.94565,0.24127,0.32396,0.75948,0.00121937,0.00121937,0.00121937
182,136758,0.35034,0.48807,0.82178,0.98413,0.98006,0.99176,0.9459,0.24089,0.32353,0.75921,0.00116548,0.00116548,0.00116548
183,137509,0.35013,0.48345,0.82302,0.98323,0.98103,0.99178,0.94594,0.24049,0.32295,0.75892,0.00111159,0.00111159,0.00111159
