epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,23395.4,0.54257,1.04793,0.89961,0.89189,0.86045,0.91221,0.80534,0.36231,0.72032,0.77894,0.00962658,0.00962658,0.00962658
38,23946.9,0.54229,1.03415,0.89869,0.89439,0.8617,0.91487,0.80746,0.36192,0.71165,0.77873,0.00959065,0.00959065,0.00959065
39,24523.9,0.54519,1.04241,0.89969,0.88743,0.86586,0.91533,0.80766,0.36034,0.70781,0.77816,0.00955473,0.00955473,0.00955473
40,25034.2,0.54263,1.02481,0.89767,0.89671,0.85938,0.9157,0.80873,0.35874,0.70459,0.77701,0.0095188,0.0095188,0.0095188
41,25404,0.54316,1.02358,0.89694,0.90193,0.85986,0.91882,0.81226,0.35755,0.69567,0.77573,0.00948287,0.00948287,0.00948287
42,25766.5,0.54108,1.01925,0.89582,0.90327,0.86054,0.9197,0.81303,0.35691,0.69214,0.77553,0.00944694,0.00944694,0.00944694
43,26128.1,0.54035,1.01611,0.89639,0.90655,0.8616,0.92111,0.81489,0.35595,0.68703,0.77521,0.00941101,0.00941101,0.00941101
44,26490.6,0.53767,1.01488,0.89604,0.90283,0.86598,0.92214,0.81624,0.35511,0.68265,0.7749,0.00937508,0.00937508,0.00937508
45,26852.9,0.53864,1.01503,0.89507,0.90561,0.86506,0.92238,0.81739,0.35418,0.67935,0.77435,0.00933916,0.00933916,0.00933916
46,27214.6,0.54202,1.01696,0.89691,0.90776,0.86542,0.9238,0.81944,0.35338,0.67492,0.77397,0.00930323,0.00930323,0.00930323
47,27575.8,0.53556,0.99034,0.89235,0.9064,0.86794,0.9242,0.82032,0.35289,0.67344,0.77358,0.0092673,0.0092673,0.0092673
48,27940.9,0.53662,0.99531,0.89405,0.90226,0.87099,0.92519,0.82196,0.35225,0.67094,0.77321,0.00923137,0.00923137,0.00923137
49,28303.3,0.53501,0.9952,0.89085,0.89945,0.87405,0.92582,0.82252,0.35174,0.66974,0.77272,0.00919544,0.00919544,0.00919544
50,28666.3,0.53753,0.99818,0.89371,0.8985,0.87558,0.9266,0.82297,0.35136,0.66839,0.7725,0.00915952,0.00915952,0.00915952
51,29029,0.53111,0.98326,0.88952,0.90115,0.87522,0.92784,0.82444,0.35106,0.66487,0.77234,0.00912359,0.00912359,0.00912359
52,29393.3,0.53479,0.98623,0.89203,0.90295,0.87487,0.92836,0.82509,0.35061,0.66291,0.77218,0.00908766,0.00908766,0.00908766
53,29755.6,0.53199,0.97579,0.89142,0.90641,0.87471,0.92897,0.82584,0.35037,0.66086,0.77219,0.00905173,0.00905173,0.00905173
54,30119.5,0.52966,0.97277,0.89043,0.90495,0.87626,0.92966,0.82661,0.35009,0.65954,0.77207,0.0090158,0.0090158,0.0090158
55,30482.9,0.52912,0.97433,0.88813,0.90665,0.87655,0.93008,0.82711,0.34989,0.65836,0.77187,0.00897987,0.00897987,0.00897987
56,30846,0.52987,0.96769,0.89119,0.90789,0.87641,0.93056,0.82717,0.34976,0.6569,0.77185,0.00894395,0.00894395,0.00894395
57,31209.5,0.52701,0.96305,0.88696,0.90466,0.88009,0.93128,0.82813,0.34964,0.65473,0.7718,0.00890802,0.00890802,0.00890802
58,31572.2,0.5285,0.96535,0.88824,0.90422,0.8818,0.93194,0.82907,0.34941,0.6528,0.77165,0.00887209,0.00887209,0.00887209
59,31935.3,0.52492,0.95545,0.88675,0.90581,0.88251,0.93259,0.82997,0.3492,0.65054,0.77165,0.00883616,0.00883616,0.00883616
60,32297.9,0.52832,0.9566,0.88697,0.90841,0.88229,0.93334,0.83093,0.34899,0.6476,0.7715,0.00880023,0.00880023,0.00880023
61,32660.7,0.52819,0.95974,0.88775,0.90777,0.88446,0.93393,0.83171,0.34866,0.64575,0.77139,0.0087643,0.0087643,0.0087643
62,33022.2,0.52412,0.95153,0.8851,0.9098,0.8848,0.93445,0.83199,0.34861,0.64427,0.77136,0.00872838,0.00872838,0.00872838
63,33383.9,0.52395,0.95121,0.88753,0.91081,0.8855,0.93514,0.83248,0.34838,0.6418,0.77122,0.00869245,0.00869245,0.00869245
64,33746.9,0.52676,0.9513,0.88877,0.91086,0.88737,0.93569,0.8333,0.3482,0.64002,0.7712,0.00865652,0.00865652,0.00865652
65,34108.9,0.52253,0.94269,0.88552,0.91262,0.88763,0.93635,0.83372,0.34809,0.63801,0.77118,0.00862059,0.00862059,0.00862059
66,34471.2,0.52162,0.94298,0.88692,0.91333,0.88752,0.93681,0.83415,0.34802,0.6369,0.77118,0.00858466,0.00858466,0.00858466
67,34834.3,0.52055,0.9279,0.88346,0.91463,0.88752,0.93754,0.83491,0.34787,0.63479,0.77111,0.00854874,0.00854874,0.00854874
68,35196.5,0.51862,0.92488,0.88175,0.91571,0.88748,0.938,0.83549,0.34767,0.63334,0.77093,0.00851281,0.00851281,0.00851281
69,35559.2,0.52072,0.92591,0.88086,0.91681,0.88714,0.93857,0.83603,0.34757,0.63151,0.77078,0.00847688,0.00847688,0.00847688
70,35921,0.52317,0.92893,0.88391,0.91788,0.88754,0.93926,0.83698,0.34737,0.62923,0.77068,0.00844095,0.00844095,0.00844095
71,36282.9,0.52058,0.93431,0.88242,0.91912,0.88796,0.93985,0.83746,0.34735,0.62789,0.77066,0.00840502,0.00840502,0.00840502
72,36644.8,0.51619,0.91849,0.87869,0.91865,0.88921,0.9403,0.83792,0.34713,0.62677,0.77049,0.00836909,0.00836909,0.00836909
73,37007.1,0.51942,0.9212,0.88034,0.91982,0.88967,0.94107,0.83859,0.34705,0.62462,0.77041,0.00833317,0.00833317,0.00833317
74,37371.3,0.52194,0.92094,0.88154,0.92049,0.89009,0.94171,0.83919,0.34688,0.62261,0.77031,0.00829724,0.00829724,0.00829724
75,37735.1,0.51764,0.92079,0.87878,0.92093,0.89049,0.94226,0.83992,0.34675,0.62089,0.77016,0.00826131,0.00826131,0.00826131
76,38225.4,0.51732,0.90956,0.87943,0.92113,0.89125,0.94284,0.84052,0.34666,0.61895,0.77008,0.00822538,0.00822538,0.00822538
77,38592.2,0.51523,0.90548,0.87789,0.92154,0.89252,0.94353,0.841,0.34652,0.61713,0.76995,0.00818945,0.00818945,0.00818945
78,38954.3,0.5162,0.90918,0.87754,0.92189,0.89305,0.94409,0.84151,0.34639,0.61538,0.76987,0.00815352,0.00815352,0.00815352
79,39320.9,0.51573,0.90623,0.87677,0.92248,0.89338,0.94474,0.84233,0.34644,0.61367,0.76984,0.0081176,0.0081176,0.0081176
80,39752.1,0.51648,0.90517,0.8793,0.92233,0.89397,0.94522,0.84271,0.34637,0.61263,0.76982,0.00808167,0.00808167,0.00808167
81,40145,0.51677,0.90973,0.87893,0.92315,0.89409,0.94587,0.84305,0.3463,0.6108,0.76974,0.00804574,0.00804574,0.00804574
82,40529.3,0.5123,0.89582,0.87364,0.92214,0.89522,0.94627,0.84368,0.34622,0.61016,0.76961,0.00800981,0.00800981,0.00800981
83,40902.9,0.5139,0.89176,0.87659,0.9208,0.89735,0.94666,0.84423,0.3461,0.60914,0.7695,0.00797388,0.00797388,0.00797388
84,41276.6,0.51588,0.90088,0.87652,0.92052,0.89754,0.94692,0.84433,0.34598,0.60875,0.7694,0.00793795,0.00793795,0.00793795
85,41664.6,0.51144,0.88835,0.87582,0.92096,0.89816,0.9475,0.84518,0.34585,0.6075,0.76933,0.00790203,0.00790203,0.00790203
86,42097.6,0.51283,0.89196,0.87631,0.92147,0.899,0.94792,0.84573,0.34579,0.60627,0.76932,0.0078661,0.0078661,0.0078661
87,42590,0.51154,0.89414,0.87477,0.92217,0.89901,0.94815,0.84602,0.34573,0.60601,0.76927,0.00783017,0.00783017,0.00783017
88,43290.4,0.51046,0.88515,0.87327,0.92222,0.90024,0.94861,0.84645,0.34568,0.60499,0.76919,0.00779424,0.00779424,0.00779424
89,44126.2,0.51103,0.88714,0.87482,0.92378,0.89948,0.94903,0.84636,0.34556,0.60386,0.76918,0.00775831,0.00775831,0.00775831
