epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,418.407,0.86051,1.7126,0.77768,0.77417,0.79925,0.8205,0.70636,0.6911,0.99959,0.73062,0.00427835,0.00427835,0.00427835
2,790.991,0.86459,1.11764,0.77385,0.80893,0.79946,0.84599,0.72151,0.70006,0.9675,0.73663,0.00855685,0.00855685,0.00855685
3,1162.34,0.9009,1.11584,0.78546,0.81575,0.80709,0.85819,0.73459,0.67597,0.92089,0.73355,0.00999604,0.00999604,0.00999604
4,1532.41,0.84858,0.99604,0.77795,0.85442,0.84708,0.8906,0.77928,0.62141,0.78699,0.72139,0.00999406,0.00999406,0.00999406
5,1902.69,0.80045,0.90197,0.76798,0.90558,0.86607,0.91906,0.81203,0.59868,0.7017,0.71449,0.00999208,0.00999208,0.00999208
6,2272.99,0.77089,0.8378,0.76038,0.91138,0.87746,0.92792,0.82189,0.57982,0.66208,0.71614,0.0099901,0.0099901,0.0099901
7,2642.71,0.74088,0.78598,0.75442,0.92404,0.90044,0.94854,0.84965,0.55359,0.60313,0.70601,0.00998812,0.00998812,0.00998812
8,3011.97,0.72456,0.74757,0.75049,0.93216,0.90481,0.95204,0.85739,0.53394,0.56563,0.70228,0.00998614,0.00998614,0.00998614
9,3380.01,0.71141,0.71619,0.74777,0.93804,0.90244,0.95587,0.86368,0.52328,0.54997,0.69902,0.00998416,0.00998416,0.00998416
10,3749.94,0.69198,0.68499,0.74321,0.93395,0.90772,0.95488,0.86778,0.51132,0.54925,0.69646,0.00998218,0.00998218,0.00998218
11,4120.04,0.68182,0.66326,0.74103,0.94498,0.92294,0.96803,0.88181,0.5017,0.50528,0.69396,0.0099802,0.0099802,0.0099802
12,4488.61,0.67246,0.64865,0.73771,0.9475,0.92554,0.96566,0.88324,0.49142,0.50228,0.69254,0.00997822,0.00997822,0.00997822
13,4858.2,0.66593,0.6317,0.73646,0.95837,0.9402,0.9749,0.89501,0.48292,0.46093,0.69064,0.00997624,0.00997624,0.00997624
14,5228.18,0.65299,0.61792,0.73258,0.96211,0.94181,0.97685,0.90041,0.47121,0.45063,0.68677,0.00997426,0.00997426,0.00997426
15,5597.79,0.64784,0.60572,0.73103,0.96875,0.94871,0.98139,0.90467,0.46947,0.42381,0.68687,0.00997228,0.00997228,0.00997228
16,5966.68,0.64196,0.59325,0.73017,0.96826,0.95477,0.98216,0.90743,0.46294,0.41843,0.686,0.0099703,0.0099703,0.0099703
17,6337.1,0.63529,0.58609,0.73022,0.96552,0.95518,0.98263,0.91099,0.4537,0.41194,0.68405,0.00996832,0.00996832,0.00996832
18,6707.1,0.62828,0.57947,0.72707,0.97068,0.96034,0.98524,0.91539,0.44849,0.39092,0.68311,0.00996634,0.00996634,0.00996634
19,7074.83,0.6209,0.5616,0.72587,0.97468,0.9571,0.98478,0.91752,0.43921,0.38038,0.68062,0.00996436,0.00996436,0.00996436
20,7444.23,0.61464,0.55308,0.72333,0.97523,0.96302,0.98726,0.92207,0.43546,0.36663,0.67882,0.00996238,0.00996238,0.00996238
21,7813.11,0.61032,0.54703,0.72221,0.97639,0.96291,0.98654,0.91957,0.43241,0.36586,0.67881,0.0099604,0.0099604,0.0099604
