epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,429.907,0.86051,1.7126,0.77768,0.77417,0.79925,0.8205,0.70636,0.6911,0.99959,0.73062,0.00427835,0.00427835,0.00427835
2,828.733,0.86433,1.11581,0.77412,0.8039,0.80765,0.85348,0.72536,0.6961,0.96779,0.7357,0.00855007,0.00855007,0.00855007
3,1302.8,0.89996,1.12007,0.78472,0.82063,0.80958,0.85687,0.73423,0.68411,0.93951,0.73294,0.0099802,0.0099802,0.0099802
4,1701.25,0.84673,0.99428,0.77757,0.87242,0.83959,0.89492,0.77541,0.64463,0.8055,0.72755,0.0099703,0.0099703,0.0099703
5,2082.18,0.79856,0.89749,0.76741,0.90275,0.86227,0.91686,0.81031,0.59626,0.70071,0.71606,0.0099604,0.0099604,0.0099604
6,2463.6,0.76739,0.83555,0.76002,0.90645,0.88087,0.93165,0.82761,0.57847,0.65981,0.71448,0.0099505,0.0099505,0.0099505
7,2842.9,0.74364,0.78711,0.75537,0.9211,0.90305,0.94667,0.84867,0.55587,0.6053,0.7067,0.0099406,0.0099406,0.0099406
8,3221.92,0.72335,0.74519,0.75075,0.92452,0.89195,0.94627,0.84851,0.54831,0.60221,0.70799,0.0099307,0.0099307,0.0099307
9,3601.21,0.71268,0.7158,0.74851,0.93506,0.91372,0.95943,0.8684,0.5232,0.54383,0.6993,0.0099208,0.0099208,0.0099208
10,3982.79,0.69072,0.68256,0.74386,0.94188,0.92282,0.96387,0.87521,0.5127,0.51169,0.69755,0.0099109,0.0099109,0.0099109
11,4362.39,0.68043,0.66383,0.74119,0.95211,0.92989,0.97046,0.88548,0.4995,0.48676,0.69406,0.009901,0.009901,0.009901
12,4745.67,0.67053,0.64674,0.73795,0.95096,0.93469,0.97056,0.88896,0.48959,0.48418,0.69279,0.0098911,0.0098911,0.0098911
13,5129.2,0.66008,0.62881,0.73461,0.96507,0.93885,0.97605,0.89622,0.47602,0.44912,0.69112,0.0098812,0.0098812,0.0098812
14,5509.69,0.64487,0.60551,0.73067,0.96633,0.95043,0.98098,0.90416,0.47043,0.42334,0.68828,0.0098713,0.0098713,0.0098713
15,5892.34,0.64193,0.5963,0.72982,0.96569,0.95063,0.97928,0.90246,0.46673,0.42188,0.68894,0.0098614,0.0098614,0.0098614
16,6273.08,0.6332,0.58087,0.72775,0.96708,0.95111,0.98075,0.90663,0.45687,0.41178,0.6862,0.0098515,0.0098515,0.0098515
17,6654.87,0.62822,0.57207,0.72839,0.96422,0.95778,0.98304,0.91027,0.45191,0.39849,0.68539,0.0098416,0.0098416,0.0098416
18,7143.6,0.62211,0.56627,0.72624,0.96846,0.95807,0.98447,0.91388,0.4473,0.38603,0.68404,0.0098317,0.0098317,0.0098317
19,7646.85,0.61778,0.55596,0.72593,0.9728,0.9565,0.98489,0.91522,0.44177,0.38518,0.6826,0.0098218,0.0098218,0.0098218
20,8274.31,0.61378,0.54969,0.72396,0.97773,0.96161,0.98724,0.91961,0.43428,0.36748,0.68109,0.0098119,0.0098119,0.0098119
21,9070.73,0.60693,0.5445,0.72201,0.98037,0.96645,0.98886,0.92291,0.43054,0.35615,0.67971,0.009802,0.009802,0.009802
22,10001.4,0.60499,0.54052,0.72162,0.97673,0.96661,0.98826,0.92376,0.42672,0.35574,0.67889,0.0097921,0.0097921,0.0097921
23,10707.1,0.59973,0.53163,0.72049,0.97726,0.96454,0.98746,0.92389,0.42089,0.35565,0.67803,0.0097822,0.0097822,0.0097822
24,11115.2,0.59709,0.52853,0.72019,0.98049,0.96956,0.98968,0.92839,0.41881,0.33787,0.67712,0.0097723,0.0097723,0.0097723
25,11506.6,0.59477,0.5257,0.71981,0.9786,0.96976,0.98935,0.92868,0.41553,0.34061,0.67588,0.0097624,0.0097624,0.0097624
26,11904.8,0.58738,0.51584,0.71689,0.98377,0.97342,0.99108,0.93275,0.41152,0.32534,0.67505,0.0097525,0.0097525,0.0097525
27,12543.1,0.58606,0.51397,0.7157,0.98387,0.96756,0.98993,0.93317,0.40888,0.33044,0.67427,0.0097426,0.0097426,0.0097426
28,13205.8,0.58553,0.50985,0.71661,0.98602,0.975,0.99114,0.93442,0.40583,0.31907,0.67366,0.0097327,0.0097327,0.0097327
29,13870.5,0.58465,0.50703,0.71613,0.98245,0.97583,0.99109,0.93567,0.39935,0.31707,0.67258,0.0097228,0.0097228,0.0097228
30,14573.4,0.57903,0.50186,0.71482,0.98481,0.97596,0.99138,0.93695,0.39748,0.31252,0.67213,0.0097129,0.0097129,0.0097129
31,15072.4,0.57603,0.50023,0.71532,0.98669,0.97566,0.9915,0.93751,0.39655,0.30889,0.67212,0.009703,0.009703,0.009703
32,15470.3,0.57186,0.49426,0.71347,0.9848,0.97738,0.99161,0.93781,0.39592,0.30834,0.67202,0.0096931,0.0096931,0.0096931
33,15908.9,0.57041,0.49298,0.71349,0.98825,0.97735,0.99203,0.93908,0.39065,0.30132,0.67111,0.0096832,0.0096832,0.0096832
34,16501.5,0.56995,0.49247,0.71268,0.9886,0.9778,0.99221,0.93945,0.38814,0.29881,0.67039,0.0096733,0.0096733,0.0096733
35,17077.8,0.56736,0.49005,0.71256,0.98765,0.97772,0.99232,0.93932,0.38847,0.29695,0.67016,0.0096634,0.0096634,0.0096634
36,17709.4,0.56752,0.48724,0.71271,0.98654,0.9806,0.99243,0.94086,0.38513,0.29356,0.6695,0.0096535,0.0096535,0.0096535
37,18285.7,0.56236,0.48178,0.71191,0.98812,0.9805,0.99251,0.94205,0.38377,0.29088,0.66928,0.0096436,0.0096436,0.0096436
38,18863.2,0.56159,0.48093,0.71223,0.98809,0.98077,0.99262,0.94276,0.38119,0.28934,0.66888,0.0096337,0.0096337,0.0096337
39,19541.3,0.55654,0.47507,0.71023,0.98853,0.98113,0.99287,0.94326,0.3801,0.2864,0.6688,0.0096238,0.0096238,0.0096238
40,20185.8,0.55828,0.47443,0.71105,0.9888,0.9825,0.99313,0.94402,0.37853,0.28385,0.66856,0.0096139,0.0096139,0.0096139
41,20825.1,0.55775,0.47616,0.71076,0.98859,0.98341,0.99333,0.94532,0.37675,0.28155,0.66829,0.009604,0.009604,0.009604
42,21506.1,0.55542,0.4713,0.71043,0.98862,0.98336,0.99334,0.94567,0.3752,0.27976,0.66792,0.0095941,0.0095941,0.0095941
43,22039.9,0.55466,0.47236,0.71056,0.98874,0.98329,0.99316,0.94626,0.37436,0.27953,0.66774,0.0095842,0.0095842,0.0095842
44,22536.4,0.55097,0.46741,0.70903,0.98938,0.98269,0.99322,0.94635,0.37314,0.27777,0.66748,0.0095743,0.0095743,0.0095743
45,23031.3,0.54892,0.46479,0.70939,0.98944,0.9835,0.99328,0.94648,0.37247,0.27615,0.66725,0.0095644,0.0095644,0.0095644
46,23487.3,0.5471,0.46466,0.70863,0.98984,0.98412,0.99329,0.94687,0.37158,0.27436,0.66702,0.0095545,0.0095545,0.0095545
47,24017.4,0.54549,0.46192,0.70804,0.99007,0.98469,0.99341,0.94707,0.37086,0.27224,0.66677,0.0095446,0.0095446,0.0095446
48,24575.3,0.54388,0.46135,0.70905,0.99089,0.98416,0.99347,0.94746,0.37011,0.27092,0.66659,0.0095347,0.0095347,0.0095347
49,25146.3,0.5439,0.45988,0.70869,0.99002,0.98545,0.99355,0.94772,0.36969,0.26913,0.6665,0.0095248,0.0095248,0.0095248
50,25706.7,0.54148,0.45654,0.70633,0.99059,0.98545,0.9936,0.94767,0.36957,0.26788,0.66645,0.0095149,0.0095149,0.0095149
51,26223.1,0.54,0.4556,0.70728,0.99043,0.98611,0.99362,0.9481,0.36877,0.26666,0.66632,0.009505,0.009505,0.009505
52,26731.3,0.54061,0.45471,0.7071,0.99011,0.98637,0.99366,0.94841,0.36817,0.26594,0.66618,0.0094951,0.0094951,0.0094951
53,27234.8,0.53716,0.45068,0.70652,0.99,0.98669,0.99367,0.94852,0.36753,0.26478,0.66606,0.0094852,0.0094852,0.0094852
54,27710.5,0.53824,0.45168,0.70613,0.99095,0.98606,0.99372,0.9486,0.36702,0.26367,0.66596,0.0094753,0.0094753,0.0094753
55,28177.3,0.53533,0.45376,0.70664,0.99061,0.98681,0.99373,0.94884,0.36629,0.263,0.66581,0.0094654,0.0094654,0.0094654
56,28648.7,0.5341,0.45176,0.70639,0.99035,0.9869,0.99377,0.94914,0.36575,0.26203,0.66567,0.0094555,0.0094555,0.0094555
57,29128.1,0.53471,0.44948,0.70572,0.9906,0.98692,0.99379,0.9493,0.3649,0.26139,0.66556,0.0094456,0.0094456,0.0094456
58,29594.2,0.53479,0.45027,0.70638,0.99087,0.98717,0.9938,0.94977,0.36416,0.26062,0.66544,0.0094357,0.0094357,0.0094357
59,30052.1,0.53265,0.44632,0.7056,0.9904,0.98801,0.99384,0.94996,0.36374,0.26001,0.66539,0.0094258,0.0094258,0.0094258
60,30510,0.53089,0.44798,0.70516,0.99097,0.98764,0.99386,0.94996,0.36323,0.25934,0.6653,0.0094159,0.0094159,0.0094159
61,30961.6,0.52946,0.44378,0.70459,0.99097,0.98771,0.99387,0.95022,0.36286,0.25889,0.66518,0.009406,0.009406,0.009406
62,31453.2,0.53094,0.44326,0.70522,0.99115,0.98768,0.99389,0.95034,0.36229,0.25832,0.66508,0.0093961,0.0093961,0.0093961
63,32010.6,0.53046,0.4444,0.70524,0.99151,0.98745,0.99391,0.95069,0.36164,0.25784,0.66498,0.0093862,0.0093862,0.0093862
64,32457.7,0.52877,0.44412,0.70551,0.99158,0.98765,0.99391,0.95075,0.36101,0.25739,0.66489,0.0093763,0.0093763,0.0093763
65,32971.4,0.5287,0.44252,0.7046,0.99183,0.98772,0.99393,0.95078,0.36034,0.25655,0.66481,0.0093664,0.0093664,0.0093664
66,33487,0.52829,0.4431,0.70436,0.99179,0.98782,0.99393,0.95068,0.35998,0.25596,0.66473,0.0093565,0.0093565,0.0093565
67,33932.8,0.52785,0.43963,0.70501,0.99151,0.98792,0.99395,0.95103,0.35967,0.25562,0.66469,0.0093466,0.0093466,0.0093466
68,34376.6,0.52522,0.43668,0.70509,0.99143,0.98795,0.99396,0.95117,0.35917,0.25512,0.6646,0.0093367,0.0093367,0.0093367
69,34822.2,0.52729,0.44054,0.70351,0.99174,0.98779,0.99397,0.95117,0.35904,0.2547,0.66455,0.0093268,0.0093268,0.0093268
